lat,lon,ba_live_total,shannon_h_ba,n_species_live
32.8257,-95.6994,48.2854,1.5795,7.0000
41.4250,-73.9810,121.9488,1.3536,6.0000
35.8479,-81.6224,148.8728,1.5479,8.0000
33.9629,-81.8612,88.3779,0.0400,2.0000
45.9169,-121.6899,345.4342,1.8907,9.0000
34.3611,-82.1443,36.5330,0.4959,2.0000
46.1819,-108.7528,85.3525,0.0000,1.0000
47.9980,-93.6953,51.6104,0.2275,2.0000
29.8856,-96.3924,106.3299,0.9999,3.0000
43.7383,-90.4947,126.2199,2.0596,9.0000
34.6732,-95.5000,105.4353,1.5577,6.0000
47.7613,-91.9095,56.5367,1.3518,6.0000
30.8353,-82.7028,13.6989,0.6572,3.0000
32.1347,-96.5372,32.5746,0.6615,2.0000
34.9038,-79.0876,107.7221,1.6087,9.0000
33.7948,-81.8906,9.0445,0.0000,1.0000
31.9835,-87.1957,89.0573,2.4509,16.0000
48.3411,-117.4844,84.0084,1.7799,8.0000
40.0176,-80.1220,79.1879,1.2813,5.0000
35.6884,-82.4409,193.7264,1.2634,6.0000
30.4043,-100.1326,40.4187,0.2278,2.0000
44.0150,-72.9571,145.3095,0.8541,4.0000
36.9993,-81.4097,143.6332,2.0211,12.0000
45.1194,-87.7626,132.7360,1.7245,10.0000
44.2238,-90.8060,25.0617,1.2721,6.0000
31.7101,-93.4317,3.2995,0.0000,1.0000
43.7547,-121.8788,186.4842,0.9606,4.0000
32.8513,-94.7609,93.0452,2.1447,11.0000
39.6191,-77.8583,93.7430,2.0609,14.0000
37.8801,-94.4694,94.2752,1.1356,4.0000
35.8014,-82.0761,118.0374,1.7834,10.0000
41.8878,-72.3475,245.2432,0.7112,4.0000
40.0378,-120.3693,126.3530,1.0033,3.0000
45.3952,-90.4365,65.8818,0.4697,3.0000
43.8510,-70.9673,156.2118,1.3622,7.0000
32.5289,-81.8498,86.8482,0.9452,6.0000
36.2983,-79.8076,111.5902,1.4654,7.0000
36.4101,-94.3683,26.6891,1.4586,5.0000
33.2262,-108.2090,22.4935,1.0012,3.0000
34.8613,-92.5288,39.4093,0.5944,3.0000
36.0453,-92.5562,95.9661,2.1390,12.0000
30.4845,-83.0620,92.1121,2.1064,12.0000
26.9406,-81.2383,32.9351,0.6312,2.0000
38.3425,-109.2844,17.0568,0.9972,3.0000
46.8037,-93.7499,16.6154,0.3480,2.0000
29.3705,-99.0271,19.1040,0.6886,2.0000
42.0593,-89.6511,54.0562,0.0000,1.0000
48.7526,-121.1835,383.0095,0.7885,3.0000
44.5823,-91.5188,64.9095,0.2981,2.0000
37.0405,-81.2092,121.2831,1.6194,9.0000
32.7827,-85.6209,68.3049,1.1332,5.0000
30.4309,-82.3024,47.5498,0.9310,3.0000
48.4125,-117.1876,197.8089,0.7128,5.0000
31.3743,-91.0929,131.7988,0.8643,5.0000
48.8956,-121.5511,37.7940,0.2760,2.0000
39.4721,-80.5659,66.9861,1.7286,8.0000
33.4176,-88.8728,155.9701,1.1175,9.0000
31.2898,-87.2880,124.5166,2.2125,11.0000
46.3198,-121.9638,328.4248,0.6861,3.0000
45.5096,-92.0860,71.6753,1.7600,9.0000
45.2618,-83.5832,35.2522,0.7474,3.0000
36.3426,-81.4002,190.6440,1.8883,10.0000
35.6828,-76.4183,34.5735,0.0000,1.0000
30.4063,-88.1542,30.4842,1.1832,4.0000
41.9487,-110.7715,98.5558,0.0000,1.0000
46.6685,-89.1139,207.1982,1.5486,6.0000
31.0400,-101.2350,21.3449,0.0000,1.0000
31.4540,-91.0135,136.1418,1.1897,10.0000
31.3776,-99.0340,33.8846,0.5769,2.0000
46.5831,-92.7180,28.4258,1.0495,3.0000
33.5310,-85.5048,42.8351,1.4126,6.0000
34.4379,-88.3688,56.0122,1.1904,7.0000
33.3815,-88.8833,209.0682,0.7599,9.0000
32.4788,-88.2593,126.7429,0.0000,1.0000
43.5489,-86.0001,96.5395,1.7817,9.0000
33.0446,-87.9684,60.8193,1.7489,7.0000
44.2221,-70.3472,137.5166,1.5469,10.0000
37.1451,-122.1027,115.3350,0.9275,3.0000
36.7408,-92.7710,84.6500,1.7236,9.0000
42.5015,-85.1424,157.4781,1.1886,9.0000
40.2970,-81.8107,75.5625,1.7012,8.0000
44.4437,-72.9246,121.2298,1.2969,7.0000
41.4288,-80.6920,76.4739,0.9390,4.0000
46.6906,-69.5409,197.3896,1.0063,6.0000
46.2625,-113.0065,83.1131,1.2320,4.0000
40.1954,-77.6950,147.2926,1.7697,10.0000
46.6606,-93.6896,89.7568,1.1229,4.0000
32.7237,-82.2436,89.7138,0.9744,6.0000
31.4687,-84.3604,30.2314,1.0733,3.0000
35.6461,-85.1190,107.2096,1.4178,9.0000
33.2660,-84.9973,98.3499,0.1780,3.0000
27.1395,-81.8245,15.9497,0.6072,2.0000
38.8196,-75.9445,215.0420,0.6081,6.0000
34.7502,-85.0560,104.6437,1.3031,8.0000
44.0008,-84.5069,62.8979,1.0014,4.0000
33.9155,-111.1835,67.6677,0.1601,2.0000
38.5129,-79.6835,148.6935,1.6103,7.0000
35.5271,-83.6789,130.3095,1.3572,6.0000
47.8565,-93.7190,170.3003,0.7544,4.0000
47.7246,-120.6271,22.8309,0.6814,2.0000
38.0770,-78.9403,60.1067,1.4238,5.0000
36.9942,-119.0273,25.3754,0.6896,2.0000
40.7708,-121.9944,66.1259,1.0235,4.0000
44.2452,-110.9995,22.6107,0.0000,1.0000
42.3597,-85.0916,115.4623,1.5839,9.0000
33.5785,-89.6215,86.0671,0.4408,3.0000
46.0153,-87.8134,78.9603,1.3404,7.0000
32.5720,-84.3053,48.0112,0.8650,5.0000
34.8065,-79.1709,100.7570,0.6996,5.0000
31.4110,-84.4598,31.8775,1.2692,4.0000
47.0235,-92.5897,15.4754,0.6907,2.0000
38.8918,-82.6879,17.2124,0.0000,1.0000
32.9935,-79.6590,133.7328,1.8265,10.0000
48.5689,-117.4051,83.8699,1.4438,5.0000
47.5217,-90.9622,100.9881,0.7888,4.0000
30.6772,-94.2882,60.6262,0.7494,4.0000
34.5906,-95.1911,44.7167,1.2006,7.0000
33.1390,-86.5062,121.0534,0.3163,3.0000
46.4470,-89.3916,122.4898,1.5095,8.0000
34.4243,-78.7875,68.8541,1.0182,4.0000
44.9646,-123.8246,139.8478,0.8768,4.0000
33.3385,-87.7089,83.5438,1.5520,7.0000
37.4598,-112.9565,294.3935,0.5336,2.0000
30.5349,-96.0142,12.2773,0.6924,3.0000
46.6109,-96.0128,82.5418,0.5854,2.0000
38.1899,-80.5793,106.2021,1.5515,10.0000
38.9827,-111.7506,98.0933,0.7130,3.0000
47.3282,-93.2958,104.3652,1.2278,6.0000
48.4990,-119.0745,49.3487,0.6194,2.0000
46.5224,-87.9800,124.2452,1.1727,7.0000
36.2824,-84.0178,145.9069,1.0849,11.0000
36.6241,-112.7888,84.6254,0.0000,1.0000
41.2473,-114.0194,158.3588,0.9989,3.0000
43.0605,-84.3727,23.1037,1.2553,4.0000
38.8023,-81.4501,84.2366,1.9409,11.0000
28.3338,-99.4188,34.2976,0.3083,2.0000
37.6488,-90.3422,87.2046,0.9258,4.0000
46.2358,-90.9949,159.4633,0.8967,4.0000
36.6494,-108.0307,53.4204,0.0000,1.0000
33.2220,-85.8721,106.8537,1.9352,13.0000
30.9808,-101.8301,50.9610,0.9574,3.0000
34.4675,-78.9232,77.8358,0.6747,3.0000
38.5563,-81.9237,106.3399,1.5523,7.0000
33.9831,-79.5010,157.1761,0.4261,2.0000
33.9984,-89.7720,188.3804,1.4367,9.0000
44.5219,-71.2834,98.5819,1.0690,4.0000
43.5246,-83.2985,155.0464,1.4370,6.0000
36.9758,-84.4986,22.1787,1.6096,6.0000
33.1143,-82.6326,155.3811,1.8913,10.0000
33.0747,-104.1551,0.8875,0.0000,1.0000
46.9368,-92.6602,82.2458,0.1507,2.0000
31.3447,-86.9892,36.0575,0.6413,3.0000
32.4879,-89.7762,52.3731,0.3277,3.0000
30.5078,-83.0417,25.9095,0.3055,3.0000
39.5449,-77.7474,4.9595,0.0000,1.0000
31.7628,-84.5213,13.7542,0.0000,1.0000
39.1923,-96.3567,22.2394,1.4511,7.0000
39.0811,-78.1538,77.5525,1.2549,7.0000
28.5713,-100.2807,17.1343,0.0000,1.0000
30.4555,-94.0182,91.4774,0.7333,5.0000
44.1472,-71.5048,160.7354,1.3237,7.0000
33.2236,-88.9816,167.4335,1.2382,8.0000
43.8588,-118.7373,66.8931,0.0000,1.0000
47.0933,-92.4584,51.0267,1.2715,6.0000
45.2208,-89.6691,25.1577,0.6813,3.0000
35.4551,-88.9040,108.7268,2.1977,13.0000
34.3578,-80.0466,119.2216,0.5802,4.0000
38.7480,-95.7097,36.2545,1.0578,5.0000
44.0690,-104.1780,82.5717,0.0000,1.0000
33.2680,-84.6610,61.9334,0.6330,5.0000
37.0939,-105.2860,175.0109,1.0182,4.0000
35.4108,-79.6022,12.4860,0.6891,2.0000
44.1241,-121.9443,244.9772,0.9710,4.0000
34.5545,-91.1551,60.5706,1.6446,7.0000
36.1469,-80.3472,153.3436,1.7091,14.0000
45.1954,-115.9141,81.0531,0.7362,3.0000
40.5971,-82.2328,144.6565,1.6109,8.0000
48.9404,-118.4772,95.3383,0.2485,2.0000
45.2988,-122.2679,200.1800,0.6590,3.0000
44.7330,-88.6252,117.4393,1.4870,6.0000
41.6299,-75.6150,131.7648,0.8035,4.0000
43.6640,-95.0118,91.4999,0.3369,4.0000
48.9322,-96.7810,34.8886,0.8139,3.0000
37.3509,-79.0026,111.1320,1.5874,8.0000
47.8454,-122.9622,172.7018,0.5381,2.0000
46.2499,-91.2878,23.2993,0.2206,2.0000
44.9585,-68.5912,145.9661,1.4176,6.0000
43.9980,-88.7553,61.9373,1.4911,5.0000
38.7818,-108.8707,121.6372,0.7546,3.0000
46.0379,-88.3240,92.2393,1.5941,6.0000
42.0708,-83.3770,28.7613,0.2729,2.0000
32.6072,-80.3325,77.0155,0.1425,2.0000
47.8917,-112.7350,213.5039,0.8216,5.0000
36.6739,-93.0546,121.2394,1.5243,10.0000
37.2810,-83.5851,87.8269,2.0487,12.0000
38.8828,-79.8057,51.7144,1.9386,10.0000
46.9721,-68.8275,133.9263,1.2089,6.0000
46.0074,-84.1117,171.9355,1.2056,6.0000
42.1725,-79.9594,116.9327,0.6666,5.0000
42.9598,-77.5110,53.6089,0.0000,1.0000
44.6840,-122.4184,289.4516,0.7770,3.0000
34.9982,-85.7002,70.1704,1.0891,5.0000
45.4685,-116.1073,151.6419,1.5683,6.0000
34.8462,-77.8999,119.2628,1.9913,11.0000
32.6501,-87.7087,0.4089,0.0000,1.0000
39.8984,-123.2757,56.3553,1.4644,6.0000
41.5143,-93.8523,65.2237,0.8234,6.0000
38.4365,-106.3221,165.8450,0.6818,2.0000
47.2861,-121.0275,112.4870,0.6106,2.0000
34.6404,-82.2362,37.4869,1.6776,8.0000
47.3647,-95.3295,86.7847,1.4218,8.0000
38.6761,-77.8824,116.3962,1.5322,8.0000
47.3047,-92.2564,97.0239,0.3770,4.0000
30.6282,-95.1460,59.9310,1.4609,6.0000
39.3531,-120.5912,87.3418,1.0389,5.0000
47.0457,-94.3899,38.7899,0.7299,3.0000
46.2979,-123.3758,195.6755,0.6392,3.0000
41.7314,-117.5441,143.8567,0.0000,1.0000
37.4886,-88.4597,91.7873,1.3737,9.0000
40.1216,-74.4162,83.4551,1.4457,6.0000
28.2980,-81.0818,6.2938,0.5683,2.0000
46.7885,-121.5310,330.6596,0.8977,3.0000
30.0803,-101.2551,10.1589,0.5563,2.0000
44.3737,-69.0012,167.7030,1.8398,10.0000
37.1941,-113.8798,63.1091,0.2333,3.0000
38.3982,-86.5608,89.4266,1.8811,10.0000
46.6341,-110.0194,61.4039,0.6369,2.0000
44.1065,-90.3320,63.0904,1.1605,5.0000
42.9897,-71.8344,108.8792,1.3396,5.0000
48.5158,-93.8654,27.1721,0.6849,2.0000
43.5740,-110.5728,9.3744,0.0000,1.0000
44.3225,-120.2554,131.0099,0.7739,3.0000
42.8092,-88.6559,14.4583,0.0000,1.0000
34.1533,-106.4161,61.1734,0.0000,1.0000
39.4182,-80.3039,93.9165,1.3551,7.0000
44.0440,-70.5022,137.7424,0.7739,5.0000
36.2616,-87.4498,43.0683,1.7436,8.0000
34.8407,-84.5405,140.1593,1.6365,7.0000
31.7786,-95.8390,20.6945,1.0952,4.0000
45.7280,-87.4806,74.7074,1.2595,7.0000
36.1223,-78.4448,94.2637,2.0430,10.0000
31.7791,-86.8915,145.1806,1.4125,9.0000
38.5144,-105.9942,28.0683,0.0000,1.0000
39.0813,-78.2300,2.1629,0.0000,1.0000
45.4761,-87.4741,63.7208,0.9584,6.0000
40.5737,-108.1009,131.8621,0.0000,1.0000
34.4280,-78.4000,78.1761,0.6266,5.0000
46.4902,-85.4364,170.8801,0.6573,5.0000
31.0956,-82.4816,59.7119,1.4899,5.0000
44.8190,-71.6774,110.6570,2.0064,12.0000
45.3331,-83.6831,3.6916,0.9757,3.0000
36.2017,-77.7494,80.8536,1.7184,8.0000
44.3643,-71.6064,47.5534,1.5544,6.0000
35.9914,-85.0872,59.2672,1.3333,8.0000
38.0752,-80.6324,50.6831,1.6813,9.0000
45.0498,-118.4529,170.5722,1.0621,5.0000
42.5728,-121.5722,95.2983,0.0000,1.0000
30.5268,-98.8587,20.1361,1.0883,4.0000
41.2272,-84.9162,166.0353,1.5246,7.0000
37.4778,-113.4362,91.7367,0.9675,3.0000
46.0236,-84.7985,52.7908,1.5651,6.0000
39.5565,-76.7011,139.0016,1.1044,5.0000
31.8426,-93.2323,85.5589,1.4798,9.0000
38.2860,-81.3461,87.1294,1.6851,8.0000
32.4598,-82.9231,59.6278,1.3381,5.0000
47.4668,-95.4514,69.9371,0.1369,3.0000
45.1578,-87.6233,66.3738,0.7749,4.0000
33.0734,-88.0256,11.0065,0.0000,1.0000
48.9826,-115.1817,30.3742,0.0000,1.0000
38.5005,-90.1287,9.5087,1.3150,4.0000
45.2478,-118.5416,93.9775,1.3815,5.0000
32.8736,-80.8132,117.8059,1.0439,5.0000
46.1277,-91.9692,18.7449,0.6402,2.0000
41.7771,-78.5824,29.6566,1.3483,4.0000
31.2355,-82.7419,80.5052,0.0745,2.0000
45.2278,-90.3522,14.9795,1.5302,5.0000
38.3079,-106.0919,131.6035,1.0713,3.0000
34.8107,-92.6883,61.7143,1.5685,7.0000
43.5846,-123.0345,120.3582,0.5699,2.0000
41.4521,-81.2614,199.9919,0.5985,4.0000
44.9736,-111.2549,2.8388,0.0000,1.0000
35.6505,-84.3586,64.2597,1.0564,5.0000
41.3050,-121.8033,161.9013,0.5040,4.0000
46.4230,-113.7324,14.4241,0.0000,1.0000
33.3896,-83.2103,133.0073,1.8660,9.0000
31.3336,-88.6462,91.8652,0.9396,3.0000
40.1930,-80.5957,111.1953,1.3754,7.0000
44.8045,-69.2259,82.0589,1.8476,10.0000
29.6270,-82.3120,55.1018,0.8393,4.0000
39.3960,-79.9087,121.0507,1.6429,8.0000
48.5904,-120.8795,59.1965,1.0723,3.0000
43.7019,-109.4516,33.9397,1.0961,4.0000
46.4100,-115.5752,158.0114,0.0000,1.0000
45.1195,-89.9952,154.4219,0.8414,4.0000
41.2484,-73.3738,99.9472,0.8359,4.0000
34.0701,-87.1967,69.3287,2.0026,10.0000
31.9398,-95.4388,97.8075,1.0827,7.0000
47.2141,-88.4438,143.5644,1.0990,5.0000
48.4937,-119.8506,185.1414,0.7364,3.0000
39.8465,-80.1186,61.0081,1.9737,9.0000
34.4538,-95.2418,72.9205,0.9636,3.0000
47.6765,-122.9416,14.1196,0.0000,1.0000
30.5934,-95.2981,189.9926,1.0049,7.0000
34.8602,-88.7767,122.7718,1.1297,4.0000
30.3157,-81.9059,1.6886,0.0000,1.0000
44.7973,-110.1295,9.9035,0.0000,1.0000
39.2973,-106.4467,107.5070,0.7980,3.0000
35.1321,-79.6537,101.8457,1.7520,10.0000
35.3282,-79.6193,88.1374,0.2936,4.0000
45.7301,-84.8343,83.3963,1.1471,6.0000
30.0627,-83.7189,65.0539,0.9336,6.0000
43.7506,-103.9481,17.8229,0.0000,1.0000
37.2109,-121.1342,3.2169,0.0000,1.0000
39.7636,-119.8060,43.3656,0.0000,1.0000
48.4983,-95.7823,98.3642,0.7449,3.0000
29.6822,-100.1166,0.9199,0.0000,1.0000
34.8292,-109.2538,24.7970,0.0000,1.0000
33.4067,-91.8416,68.3635,0.0000,1.0000
45.1080,-121.7805,375.9944,0.6961,3.0000
42.8675,-121.5919,71.5323,0.0000,1.0000
38.5154,-114.9379,87.0168,1.3760,5.0000
39.6979,-93.0487,39.0495,0.6765,4.0000
33.7227,-93.1664,80.4141,2.0785,11.0000
37.5828,-83.7053,70.5170,1.6870,7.0000
48.2302,-95.3084,34.6425,1.1370,5.0000
35.6002,-76.8324,20.3190,0.7475,4.0000
31.8985,-82.3643,116.7014,1.0831,7.0000
34.9295,-111.7691,5.5114,0.0000,1.0000
40.0296,-88.7833,127.6201,1.7079,9.0000
35.0923,-88.9944,84.0735,0.8329,8.0000
43.8067,-118.9238,108.9608,0.1476,2.0000
45.2102,-71.0547,147.5770,1.6756,7.0000
40.7973,-121.3793,61.7605,0.0000,1.0000
37.9772,-83.1234,146.6333,1.4224,9.0000
34.8647,-84.4369,122.8018,1.6186,10.0000
43.1812,-85.1640,38.1941,0.5978,2.0000
40.0236,-110.8306,138.3468,0.8178,3.0000
40.4942,-79.2708,65.0819,0.0000,1.0000
36.7034,-92.4678,89.4238,1.5101,9.0000
42.0739,-121.3273,60.8579,1.0759,3.0000
48.6110,-94.2870,63.6821,0.4458,2.0000
37.6322,-89.0896,47.4954,1.5275,7.0000
43.6377,-91.1067,20.7720,1.5611,6.0000
41.2518,-123.4956,237.9170,0.9783,6.0000
45.6083,-87.4591,119.8222,1.3295,6.0000
35.6684,-94.1347,105.2194,1.9081,10.0000
31.0932,-98.5091,90.0269,0.4127,4.0000
31.4696,-88.3026,52.5345,1.2204,7.0000
44.9665,-85.3613,111.4816,1.5754,8.0000
45.0081,-119.0225,10.9864,0.0000,1.0000
46.7437,-69.8449,39.3885,1.3306,5.0000
44.4845,-85.5556,114.6512,1.3856,7.0000
41.0929,-78.3246,32.9749,0.9319,4.0000
43.2217,-74.0147,72.9171,1.4463,6.0000
44.0916,-85.5681,94.7110,1.4752,7.0000
35.0115,-112.4827,15.5956,0.6858,2.0000
46.1641,-90.5181,22.2513,1.3642,4.0000
33.1649,-86.6862,110.8152,1.8936,10.0000
47.5256,-93.3023,97.6302,0.7840,4.0000
38.3283,-78.5426,98.5322,1.9932,11.0000
28.5801,-82.0944,88.9964,0.3553,2.0000
36.2659,-87.0239,72.7770,2.1615,11.0000
45.3589,-68.7869,37.1639,1.4784,6.0000
32.8055,-82.7570,60.8701,1.6860,8.0000
38.6440,-78.6073,56.3382,1.6523,9.0000
47.0208,-93.0273,35.9913,0.1263,2.0000
35.1976,-94.7124,12.4069,0.4860,2.0000
36.5679,-86.4226,160.9262,1.6542,9.0000
31.2876,-88.3063,27.7461,0.8074,4.0000
43.4128,-75.0030,147.6179,1.4182,6.0000
34.8116,-93.1000,107.6503,1.4368,10.0000
44.2764,-90.6168,44.1662,0.8638,3.0000
37.6949,-107.7776,94.3198,0.6102,2.0000
45.6719,-122.1582,222.5157,0.6566,4.0000
42.7870,-121.4996,72.0048,0.3112,2.0000
39.9070,-81.7856,36.0914,1.0406,4.0000
48.3141,-95.2370,16.3299,0.8284,3.0000
36.5551,-76.7083,29.8380,1.2508,5.0000
36.1998,-94.6512,82.6687,1.6425,9.0000
44.4354,-75.2950,76.2294,1.2839,4.0000
37.2706,-88.4420,57.9433,0.8463,3.0000
39.6160,-91.0742,102.4421,1.9129,10.0000
38.2219,-119.1688,76.9610,0.0000,1.0000
37.3260,-81.7587,122.4552,2.1841,13.0000
34.2806,-87.2870,101.5673,1.3527,10.0000
37.7326,-76.6811,39.7994,1.6451,6.0000
32.1238,-101.1612,12.0470,0.0000,1.0000
46.7358,-88.9757,145.8100,1.3800,6.0000
37.1892,-85.1386,22.2963,0.4014,2.0000
31.8336,-96.4689,17.9913,0.5031,2.0000
45.8685,-87.5425,70.2256,0.7136,3.0000
39.5376,-75.1421,91.7137,1.2132,5.0000
41.9113,-123.9810,27.0590,1.1557,4.0000
35.6946,-79.3080,73.5348,1.6401,9.0000
34.7135,-78.1838,2.6603,0.6832,2.0000
44.3298,-71.4491,75.0520,1.6081,8.0000
38.4042,-79.7946,117.2233,1.4018,7.0000
43.6490,-70.7752,72.0773,1.7515,8.0000
34.7675,-77.8721,110.0064,1.1475,5.0000
45.6472,-88.0911,73.9135,1.6704,7.0000
38.9776,-86.3312,128.2333,1.3943,9.0000
34.9411,-88.7320,43.8836,1.9450,9.0000
40.6292,-78.6361,49.6698,0.7227,3.0000
33.9182,-84.5210,94.1168,0.5961,3.0000
32.7496,-88.6442,69.7953,1.6250,6.0000
46.2394,-120.8685,59.7769,0.8745,3.0000
33.8583,-85.5039,94.8518,1.3447,6.0000
48.3411,-117.4844,28.4789,1.0340,5.0000
38.1252,-78.2420,78.0676,1.7108,8.0000
46.5799,-88.9442,19.9823,0.9042,3.0000
39.6088,-81.1109,79.6745,0.0000,1.0000
30.6822,-82.6431,71.1728,0.9697,5.0000
44.1209,-73.3518,6.2773,1.3645,4.0000
43.2503,-70.9286,69.1076,1.2154,4.0000
26.5258,-81.7149,15.3688,0.6263,2.0000
44.0197,-103.6812,72.7696,0.1626,2.0000
37.1034,-85.4862,116.6757,2.0892,11.0000
35.1705,-77.7872,96.1756,1.0273,6.0000
46.3739,-92.1157,93.3443,1.0328,6.0000
42.2729,-76.7842,90.3776,0.6438,6.0000
44.3332,-119.0865,136.6448,0.8316,3.0000
42.1391,-105.6201,60.3897,0.5609,2.0000
38.0495,-114.2072,136.9473,0.4684,2.0000
46.5938,-85.2647,160.7078,1.0868,5.0000
36.9903,-80.9874,126.0811,2.1035,12.0000
42.6809,-92.3484,88.8467,0.6355,4.0000
38.5261,-122.2218,121.2651,0.6535,2.0000
40.9641,-109.8083,157.8135,0.6387,2.0000
46.0710,-89.1326,70.9339,0.4745,3.0000
47.9971,-93.8868,57.4486,0.5805,2.0000
35.4850,-81.4118,78.6995,1.4595,8.0000
44.4418,-83.4225,104.1800,1.6158,7.0000
43.6412,-70.8900,39.7183,1.0450,4.0000
40.5666,-111.0560,115.7328,0.6410,3.0000
31.3430,-83.0839,95.0559,0.6778,3.0000
46.7909,-68.0268,28.9629,0.8273,3.0000
44.4741,-91.4273,57.9652,0.0841,2.0000
46.1415,-84.6169,60.2098,0.8868,3.0000
43.4920,-75.5480,151.4923,1.4995,6.0000
43.2243,-71.6302,146.1063,1.6239,7.0000
36.9765,-81.2756,131.1467,1.6969,7.0000
39.7518,-110.2371,58.6198,0.6437,2.0000
46.0764,-86.9017,75.9304,1.0081,5.0000
47.5664,-120.6568,16.4498,0.6873,2.0000
48.3752,-119.6667,24.4924,0.0000,1.0000
45.0764,-84.3676,143.3977,0.6229,3.0000
42.1394,-76.7610,113.5415,1.1883,4.0000
42.6329,-116.6954,107.3182,0.0000,1.0000
34.2513,-85.4236,201.1509,2.0978,12.0000
30.9440,-94.7873,35.2993,0.7781,3.0000
44.2372,-90.0460,34.6204,1.5234,6.0000
37.2398,-90.4719,70.6768,2.0827,11.0000
34.0992,-85.2429,70.9449,1.5488,8.0000
34.9033,-88.9885,47.6291,0.9711,6.0000
33.0479,-82.6289,14.2492,0.0000,1.0000
41.6401,-71.7786,14.6276,0.0000,1.0000
32.9687,-88.3154,4.9546,0.8392,3.0000
35.4239,-86.1190,142.1979,1.4755,10.0000
35.1543,-86.3551,41.2929,1.3068,4.0000
43.9774,-103.5620,149.7664,0.0000,1.0000
38.3184,-82.6233,6.1276,0.6928,2.0000
42.7384,-89.9735,93.9591,0.0000,1.0000
41.3878,-71.9041,65.6349,1.1395,5.0000
41.4144,-87.2356,33.1522,1.0906,5.0000
41.5961,-120.4526,39.9515,0.0000,1.0000
33.2185,-86.7529,21.9479,1.7088,8.0000
36.5275,-85.9427,108.9882,1.7988,7.0000
33.6945,-89.0185,15.1535,1.4589,6.0000
32.5503,-94.7689,36.4903,1.3342,5.0000
42.4975,-87.9569,24.6038,0.4034,3.0000
33.1585,-87.0417,61.6529,0.1420,2.0000
46.8081,-88.2662,100.3132,1.3059,6.0000
33.8523,-81.4833,42.1341,1.5921,6.0000
36.6378,-81.7174,108.2579,1.9588,10.0000
46.1848,-88.8735,74.5998,1.3915,6.0000
45.3822,-88.1096,4.9309,0.0000,1.0000
36.5088,-120.8335,44.8182,0.0000,1.0000
46.5453,-90.1186,89.1335,1.7245,10.0000
44.7275,-118.4119,177.1454,1.4512,5.0000
47.8461,-123.0074,186.1047,0.6283,3.0000
45.8353,-121.0787,132.9770,0.0874,2.0000
36.2719,-81.0607,108.9612,2.0393,11.0000
46.4698,-90.8741,31.5483,0.5192,3.0000
32.5170,-85.5680,162.4033,1.1150,7.0000
47.6990,-91.2832,58.2696,0.0726,2.0000
33.0021,-86.5841,50.1048,1.4152,6.0000
45.0556,-88.9434,140.9536,1.0804,6.0000
44.5810,-92.6946,26.8474,0.0000,1.0000
33.1743,-83.6427,23.6240,0.6647,2.0000
36.9751,-78.6539,117.6317,1.9290,11.0000
36.9062,-91.4385,126.9356,1.2881,6.0000
43.6839,-89.5054,27.5511,1.2387,4.0000
35.4793,-88.9984,109.0776,1.4954,10.0000
40.7365,-81.1667,127.1663,1.0664,5.0000
34.8875,-81.0175,164.7960,2.1289,15.0000
42.7475,-122.0598,91.7360,0.6856,2.0000
32.9722,-85.0397,199.8656,0.0588,2.0000
44.7271,-70.4324,171.8064,1.4133,8.0000
37.5994,-119.4453,87.2860,0.6723,2.0000
46.0663,-85.7274,114.1581,1.5943,8.0000
46.0269,-89.1895,54.9787,1.0387,6.0000
38.3688,-80.2641,94.9102,1.2298,4.0000
35.0839,-88.9396,106.4918,2.0672,13.0000
40.1236,-113.8700,14.7626,0.5661,2.0000
46.2182,-113.2036,81.1656,0.0000,1.0000
48.0109,-91.8916,23.7893,0.8346,4.0000
32.4252,-94.9670,173.5472,1.6377,11.0000
33.9758,-82.1520,60.3518,0.2729,4.0000
34.1175,-79.9384,126.5100,1.5601,6.0000
43.3926,-122.6988,374.8760,0.0414,2.0000
42.7829,-75.8213,138.4910,1.0725,6.0000
33.0088,-85.8221,26.9603,0.0000,1.0000
47.7897,-92.0891,28.9494,0.9026,3.0000
38.2310,-90.7362,53.0858,1.7891,9.0000
41.5016,-75.1141,85.7139,1.2851,6.0000
39.5140,-81.7161,106.5353,2.0662,13.0000
45.4332,-89.3682,74.6869,0.9523,4.0000
29.9169,-81.8360,93.7199,1.3962,5.0000
34.5150,-92.5876,106.1251,1.7859,10.0000
34.8904,-83.2069,128.4487,2.0426,11.0000
46.3054,-89.3812,47.0329,1.4013,5.0000
46.0041,-91.9622,104.0188,1.5334,5.0000
43.3524,-71.6959,156.3174,1.8767,9.0000
36.0040,-91.8552,100.6700,1.5752,9.0000
29.7527,-98.4877,84.7687,0.1394,2.0000
35.5248,-84.1355,144.6931,2.1187,11.0000
38.8967,-80.4561,103.7638,1.6131,10.0000
40.6511,-111.7668,169.4978,1.2631,5.0000
43.5660,-70.2897,145.1775,1.5957,8.0000
39.1007,-77.5939,95.9695,1.9489,11.0000
43.9034,-72.4506,113.7330,1.0530,4.0000
33.6324,-109.8399,148.5023,0.7441,4.0000
41.6432,-79.0979,215.0543,1.2102,5.0000
44.8590,-67.3081,85.4900,0.8939,6.0000
48.2532,-94.1634,28.3624,0.9272,3.0000
43.2162,-77.1211,133.2800,0.6919,2.0000
36.0885,-115.5598,39.5468,0.0000,1.0000
